date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-10,12500,2026-06-11,put,1190,0.2,1,1.0
2026-06-10,12750,2026-06-11,put,122,0.2,1,1.0
2026-06-10,13000,2026-06-11,put,127,0.2,1,1.0
2026-06-10,13250,2026-06-11,put,77,0.2,1,1.0
2026-06-10,13500,2026-06-11,put,55,0.2,1,1.0
2026-06-10,13750,2026-06-11,put,57,0.2,1,1.0
2026-06-10,14000,2026-06-11,put,76,0.2,1,1.0
2026-06-10,14500,2026-06-11,put,11,0.2,1,1.0
2026-06-10,14750,2026-06-11,put,50,0.2,1,1.0
2026-06-10,15000,2026-06-11,put,291,0.2,1,1.0
2026-06-10,15250,2026-06-11,put,51,0.2,1,1.0
2026-06-10,15500,2026-06-11,put,1350,0.2,1,1.0
2026-06-10,15750,2026-06-11,put,91,0.2,1,1.0
2026-06-10,16000,2026-06-11,put,422,0.2,1,1.0
2026-06-10,16250,2026-06-11,put,8,0.2,1,1.0
2026-06-10,16500,2026-06-11,put,51,0.2,1,1.0
2026-06-10,16750,2026-06-11,put,55,0.2,1,1.0
2026-06-10,17000,2026-06-11,put,65,0.2,1,1.0
2026-06-10,17250,2026-06-11,put,17,0.2,1,1.0
2026-06-10,17500,2026-06-11,put,117,0.2,1,1.0
2026-06-10,17750,2026-06-11,put,15,0.2,1,1.0
2026-06-10,18000,2026-06-11,put,297,0.2,1,1.0
2026-06-10,18250,2026-06-11,put,2,0.2,1,1.0
2026-06-10,18500,2026-06-11,put,11,0.2,1,1.0
2026-06-10,18750,2026-06-11,put,2,0.2,1,1.0
2026-06-10,19000,2026-06-11,put,780,0.2,1,1.0
2026-06-10,19250,2026-06-11,put,15,0.2,1,1.0
2026-06-10,19500,2026-06-11,put,50,0.2,1,1.0
2026-06-10,19750,2026-06-11,put,21,0.2,1,1.0
2026-06-10,20000,2026-06-11,put,1804,0.2,1,1.0
2026-06-10,20250,2026-06-11,put,29,0.2,1,1.0
2026-06-10,20500,2026-06-11,put,69,0.2,1,1.0
2026-06-10,20750,2026-06-11,put,21,0.2,1,1.0
2026-06-10,21000,2026-06-11,put,433,0.2,1,1.0
2026-06-10,21250,2026-06-11,put,4,0.2,1,1.0
2026-06-10,21500,2026-06-11,put,424,0.2,1,1.0
2026-06-10,21750,2026-06-11,put,22,0.2,1,1.0
2026-06-10,22000,2026-06-11,put,963,0.2,1,1.0
2026-06-10,22250,2026-06-11,put,1,0.2,1,1.0
2026-06-10,22500,2026-06-11,put,19,0.2,1,1.0
2026-06-10,22750,2026-06-11,put,143,0.2,1,1.0
2026-06-10,23000,2026-06-11,put,667,0.2,1,1.0
2026-06-10,23250,2026-06-11,put,5,0.2,1,1.0
2026-06-10,23500,2026-06-11,put,14,0.2,1,1.0
2026-06-10,23750,2026-06-11,put,5,0.2,1,1.0
2026-06-10,24000,2026-06-11,put,780,0.2,1,1.0
2026-06-10,24250,2026-06-11,put,7,0.2,1,1.0
2026-06-10,24500,2026-06-11,put,16,0.2,1,1.0
2026-06-10,24750,2026-06-11,put,15,0.2,1,1.0
2026-06-10,25000,2026-06-11,put,4459,0.2,1,1.0
2026-06-10,25250,2026-06-11,put,12,0.2,1,1.0
2026-06-10,25500,2026-06-11,put,31,0.2,1,1.0
2026-06-10,25750,2026-06-11,put,7,0.2,1,1.0
2026-06-10,26000,2026-06-11,put,1270,0.2,1,1.0
2026-06-10,26250,2026-06-11,put,4,0.2,1,1.0
2026-06-10,26500,2026-06-11,put,97,4.9986,1,1.0
2026-06-10,26750,2026-06-11,put,14,4.9476,1,1.0
2026-06-10,27000,2026-06-11,put,1730,4.8971,1,1.0
2026-06-10,27250,2026-06-11,put,8,4.847,1,1.0
2026-06-10,27500,2026-06-11,put,44,4.7973,1,1.0
2026-06-10,27750,2026-06-11,put,9,4.7482,1,1.0
2026-06-10,28000,2026-06-11,put,1103,4.6994,1,1.0
2026-06-10,28250,2026-06-11,put,29,4.6511,1,1.0
2026-06-10,28500,2026-06-11,put,105,4.6032,1,1.0
2026-06-10,28750,2026-06-11,put,595,4.5558,1,1.0
2026-06-10,29000,2026-06-11,put,187,4.5087,1,1.0
2026-06-10,29250,2026-06-11,put,10,4.462,1,1.0
2026-06-10,29500,2026-06-11,put,35,4.4158,1,1.0
2026-06-10,29750,2026-06-11,put,46,4.3699,1,1.0
2026-06-10,30000,2026-06-11,put,9179,4.3244,1,1.0
2026-06-10,30250,2026-06-11,put,72,4.2793,1,1.0
2026-06-10,30500,2026-06-11,put,107,4.2345,1,1.0
2026-06-10,30750,2026-06-11,put,16,4.1901,1,1.0
2026-06-10,31000,2026-06-11,put,1507,4.146,1,1.0
2026-06-10,31500,2026-06-11,put,420,4.059,1,1.0
2026-06-10,31750,2026-06-11,put,8,4.0159,1,1.0
2026-06-10,32000,2026-06-11,put,2366,3.9732,1,1.0
2026-06-10,32250,2026-06-11,put,21,3.9309,1,1.0
2026-06-10,32500,2026-06-11,put,291,3.8888,1,1.0
2026-06-10,32750,2026-06-11,put,69,3.8471,1,1.0
2026-06-10,33000,2026-06-11,put,3712,3.8057,1,1.0
2026-06-10,33250,2026-06-11,put,7,3.7645,1,1.0
2026-06-10,33500,2026-06-11,put,129,3.7237,1,1.0
2026-06-10,33750,2026-06-11,put,407,3.6832,1,1.0
2026-06-10,34000,2026-06-11,put,5221,3.643,1,1.0
2026-06-10,34250,2026-06-11,put,61,3.603,1,1.0
2026-06-10,34500,2026-06-11,put,1049,3.5633,1,1.0
2026-06-10,34750,2026-06-11,put,17,3.5239,1,1.0
2026-06-10,35000,2026-06-11,put,3596,3.4848,1,1.0
2026-06-10,35250,2026-06-11,put,17,3.446,1,1.0
2026-06-10,35500,2026-06-11,put,719,3.4074,1,1.0
2026-06-10,35750,2026-06-11,put,75,3.3691,1,1.0
2026-06-10,36000,2026-06-11,put,5229,3.331,1,1.0
2026-06-10,36250,2026-06-11,put,61,3.2932,1,1.0
2026-06-10,36500,2026-06-11,put,709,3.2556,1,1.0
2026-06-10,36750,2026-06-11,put,234,3.2183,1,1.0
2026-06-10,37000,2026-06-11,put,5079,3.1812,1,1.0
2026-06-10,37250,2026-06-11,put,72,3.1443,1,1.0
2026-06-10,37500,2026-06-11,put,497,3.1077,1,1.0
2026-06-10,37750,2026-06-11,put,219,3.0714,1,1.0
2026-06-10,38000,2026-06-11,put,1891,3.0352,1,1.0
2026-06-10,38250,2026-06-11,put,4,2.9993,1,1.0
2026-06-10,38500,2026-06-11,put,1308,2.9636,1,1.0
2026-06-10,38750,2026-06-11,put,34,2.9281,1,1.0
2026-06-10,39000,2026-06-11,put,2788,2.8928,1,1.0
2026-06-10,39250,2026-06-11,put,99,2.8578,1,1.0
2026-06-10,39500,2026-06-11,put,1140,2.8229,1,1.0
2026-06-10,39750,2026-06-11,put,388,2.7883,1,1.0
2026-06-10,40000,2026-06-11,put,6076,2.7538,1,1.0
2026-06-10,40250,2026-06-11,put,18,2.7196,1,1.0
2026-06-10,40500,2026-06-11,put,1678,2.6855,1,1.0
2026-06-10,40750,2026-06-11,put,372,2.6517,1,1.0
2026-06-10,41000,2026-06-11,put,2771,2.618,1,1.0
2026-06-10,41250,2026-06-11,put,55,2.5846,1,1.0
2026-06-10,41500,2026-06-11,put,724,2.5513,1,1.0
2026-06-10,41750,2026-06-11,put,219,2.5182,1,1.0
2026-06-10,42000,2026-06-11,put,4051,2.4853,1,1.0
2026-06-10,42250,2026-06-11,put,46,2.4525,1,1.0
2026-06-10,42500,2026-06-11,put,830,2.42,1,1.0
2026-06-10,42750,2026-06-11,put,124,2.3876,1,1.0
2026-06-10,43000,2026-06-11,put,2824,2.3554,1,1.0
2026-06-10,43250,2026-06-11,put,122,2.3233,1,1.0
2026-06-10,43500,2026-06-11,put,810,2.2915,1,1.0
2026-06-10,43750,2026-06-11,put,105,2.2597,1,1.0
2026-06-10,44000,2026-06-11,put,2250,2.2282,1,1.0
2026-06-10,44250,2026-06-11,put,40,2.1968,1,1.0
2026-06-10,44500,2026-06-11,put,648,2.1656,1,1.0
2026-06-10,44750,2026-06-11,put,183,2.1345,1,1.0
2026-06-10,45000,2026-06-11,put,6679,2.1036,1,1.0
2026-06-10,45250,2026-06-11,put,13,2.0728,1,1.0
2026-06-10,45500,2026-06-11,put,175,2.0422,1,1.0
2026-06-10,45750,2026-06-11,put,339,2.0117,1,1.0
2026-06-10,46000,2026-06-11,put,2499,1.9814,1,1.0
2026-06-10,46250,2026-06-11,put,13,1.9512,1,1.0
2026-06-10,46500,2026-06-11,put,206,1.9211,1,1.0
2026-06-10,46750,2026-06-11,put,67,1.8912,1,1.0
2026-06-10,47000,2026-06-11,put,2649,1.8615,1,1.0
2026-06-10,47250,2026-06-11,put,53,1.8318,1,1.0
2026-06-10,47500,2026-06-11,put,349,1.8023,1,1.0
2026-06-10,47750,2026-06-11,put,43,1.773,1,1.0
2026-06-10,48000,2026-06-11,put,3703,1.7437,1,1.0
2026-06-10,48125,2026-06-11,put,27,1.7292,1,1.0
2026-06-10,48250,2026-06-11,put,554,1.7146,1,1.0
2026-06-10,48375,2026-06-11,put,5,1.7001,1,1.0
2026-06-10,48500,2026-06-11,put,1579,1.6856,1,1.0
2026-06-10,48625,2026-06-11,put,7,1.6712,1,1.0
2026-06-10,48750,2026-06-11,put,170,1.6568,1,1.0
2026-06-10,48875,2026-06-11,put,40,1.6424,1,1.0
2026-06-10,49000,2026-06-11,put,2103,1.628,1,1.0
2026-06-10,49125,2026-06-11,put,57,1.6137,1,1.0
2026-06-10,49250,2026-06-11,put,401,1.5994,1,1.0
2026-06-10,49375,2026-06-11,put,1,1.5851,1,1.0
2026-06-10,49500,2026-06-11,put,1273,1.5709,1,1.0
2026-06-10,49625,2026-06-11,put,3,1.5567,1,1.0
2026-06-10,49750,2026-06-11,put,73,1.5425,1,1.0
