date,strike,expiry,type,product,oi,iv,days_to_expiry,settlement
2026-07-13,20000,2026-08-13,put,regular,1728,1.2144,31,1.0
2026-07-13,22000,2026-08-13,put,regular,190,1.1794,31,2.0
2026-07-13,24000,2026-08-13,put,regular,102,1.0905,31,2.0
2026-07-13,25000,2026-08-13,put,regular,5298,1.0488,31,2.0
2026-07-13,26000,2026-08-13,put,regular,40,1.0415,31,3.0
2026-07-13,27000,2026-08-13,put,regular,40,1.0018,31,3.0
2026-07-13,28000,2026-08-13,put,regular,211,0.9636,31,3.0
2026-07-13,29000,2026-08-13,put,regular,39,0.9267,31,3.0
2026-07-13,30000,2026-08-13,put,regular,5711,0.9126,31,4.0
2026-07-13,31000,2026-08-13,put,regular,236,0.8944,31,5.0
2026-07-13,32000,2026-08-13,put,regular,173,0.8737,31,6.0
2026-07-13,33000,2026-08-13,put,regular,61,0.8395,31,6.0
2026-07-13,34000,2026-08-13,put,regular,46,0.8282,31,8.0
2026-07-13,35000,2026-08-13,put,regular,1326,0.8042,31,9.0
2026-07-13,36000,2026-08-13,put,regular,62,0.7871,31,11.0
2026-07-13,37000,2026-08-13,put,regular,44,0.768,31,13.0
2026-07-13,37500,2026-08-13,put,regular,50,0.7737,31,17.0
2026-07-13,37750,2026-08-13,put,regular,1,0.7655,31,17.0
2026-07-13,38000,2026-08-13,put,regular,1548,0.7574,31,17.0
2026-07-13,38250,2026-08-13,put,regular,2,0.7586,31,19.0
2026-07-13,38500,2026-08-13,put,regular,81,0.7549,31,20.0
2026-07-13,39000,2026-08-13,put,regular,124,0.7429,31,21.0
2026-07-13,39500,2026-08-13,put,regular,2,0.7269,31,21.0
2026-07-13,39750,2026-08-13,put,regular,1,0.719,31,21.0
2026-07-13,40000,2026-08-13,put,regular,1469,0.7111,31,21.0
2026-07-13,40250,2026-08-13,put,regular,7,0.7177,31,25.0
2026-07-13,40500,2026-08-13,put,regular,30,0.7097,31,25.0
2026-07-13,40750,2026-08-13,put,regular,5,0.7051,31,26.0
2026-07-13,41000,2026-08-13,put,regular,132,0.6973,31,26.0
2026-07-13,41250,2026-08-13,put,regular,25,0.6926,31,27.0
