date,strike,expiry,type,product,oi,iv,days_to_expiry,settlement
2026-07-23,20000,2026-08-13,put,regular,2244,1.5323,21,2.0
2026-07-23,22000,2026-08-13,put,regular,362,1.4138,21,2.0
2026-07-23,24000,2026-08-13,put,regular,377,1.3056,21,2.0
2026-07-23,25000,2026-08-13,put,regular,5270,1.2549,21,2.0
2026-07-23,26000,2026-08-13,put,regular,128,1.2063,21,2.0
2026-07-23,27000,2026-08-13,put,regular,179,1.1972,21,3.0
2026-07-23,28000,2026-08-13,put,regular,243,1.1507,21,3.0
2026-07-23,29000,2026-08-13,put,regular,271,1.1545,21,5.0
2026-07-23,30000,2026-08-13,put,regular,5987,1.1094,21,5.0
2026-07-23,31000,2026-08-13,put,regular,317,1.0832,21,6.0
2026-07-23,32000,2026-08-13,put,regular,223,1.0684,21,8.0
2026-07-23,33000,2026-08-13,put,regular,158,1.0481,21,10.0
2026-07-23,34000,2026-08-13,put,regular,130,1.0244,21,12.0
2026-07-23,35000,2026-08-13,put,regular,2158,0.9827,21,12.0
2026-07-23,36000,2026-08-13,put,regular,226,0.9709,21,16.0
2026-07-23,37000,2026-08-13,put,regular,167,0.9424,21,18.0
2026-07-23,37250,2026-08-13,put,regular,2,0.9323,21,18.0
2026-07-23,37500,2026-08-13,put,regular,54,0.9278,21,19.0
2026-07-23,37750,2026-08-13,put,regular,1,0.923,21,20.0
2026-07-23,38000,2026-08-13,put,regular,1603,0.913,21,20.0
2026-07-23,38250,2026-08-13,put,regular,5,0.9081,21,21.0
2026-07-23,38500,2026-08-13,put,regular,81,0.9029,21,22.0
2026-07-23,38750,2026-08-13,put,regular,2,0.8976,21,23.0
2026-07-23,39000,2026-08-13,put,regular,211,0.8921,21,24.0
2026-07-23,39250,2026-08-13,put,regular,3,0.8822,21,24.0
2026-07-23,39500,2026-08-13,put,regular,6,0.8766,21,25.0
2026-07-23,39750,2026-08-13,put,regular,12,0.8708,21,26.0
2026-07-23,40000,2026-08-13,put,regular,1042,0.857,21,25.0
2026-07-23,40250,2026-08-13,put,regular,7,0.8589,21,28.0
2026-07-23,40500,2026-08-13,put,regular,35,0.8528,21,29.0
2026-07-23,40750,2026-08-13,put,regular,13,0.8431,21,29.0
2026-07-23,41000,2026-08-13,put,regular,167,0.8402,21,31.0
2026-07-23,41250,2026-08-13,put,regular,25,0.8305,21,31.0
2026-07-23,41500,2026-08-13,put,regular,23,0.8242,21,32.0
2026-07-23,41750,2026-08-13,put,regular,20,0.8238,21,35.0
2026-07-23,42000,2026-08-13,put,regular,470,0.8171,21,36.0
2026-07-23,42250,2026-08-13,put,regular,2,0.8103,21,37.0
2026-07-23,42500,2026-08-13,put,regular,137,0.8007,21,37.0
2026-07-23,42750,2026-08-13,put,regular,36,0.7938,21,38.0
2026-07-23,43000,2026-08-13,put,regular,163,0.7947,21,42.0
2026-07-23,43250,2026-08-13,put,regular,9,0.7851,21,42.0
2026-07-23,43500,2026-08-13,put,regular,8,0.7804,21,44.0
2026-07-23,43750,2026-08-13,put,regular,47,0.7755,21,46.0
2026-07-23,44000,2026-08-13,put,regular,235,0.7682,21,47.0
2026-07-23,44250,2026-08-13,put,regular,5,0.763,21,49.0
2026-07-23,44500,2026-08-13,put,regular,112,0.7556,21,50.0
2026-07-23,44750,2026-08-13,put,regular,53,0.7522,21,53.0
2026-07-23,45000,2026-08-13,put,regular,1035,0.7447,21,54.0
2026-07-23,45250,2026-08-13,put,regular,128,0.739,21,56.0
2026-07-23,45500,2026-08-13,put,regular,159,0.7313,21,57.0
2026-07-23,45750,2026-08-13,put,regular,30,0.7308,21,62.0
2026-07-23,46000,2026-08-13,put,regular,393,0.7195,21,61.0
2026-07-23,46250,2026-08-13,put,regular,17,0.7168,21,65.0
2026-07-23,46500,2026-08-13,put,regular,276,0.7121,21,68.0
2026-07-23,46750,2026-08-13,put,regular,56,0.7041,21,69.0
2026-07-23,47000,2026-08-13,put,regular,429,0.6977,21,71.0
2026-07-23,47250,2026-08-13,put,regular,66,0.6926,21,74.0
2026-07-23,47500,2026-08-13,put,regular,313,0.6888,21,78.0
2026-07-23,47750,2026-08-13,put,regular,85,0.682,21,80.0
2026-07-23,48000,2026-08-13,put,regular,802,0.6751,21,82.0
2026-07-23,48250,2026-08-13,put,regular,123,0.6707,21,86.0
2026-07-23,48500,2026-08-13,put,regular,334,0.6637,21,88.0
2026-07-23,48750,2026-08-13,put,regular,162,0.659,21,92.0
2026-07-23,49000,2026-08-13,put,regular,1383,0.6506,21,93.0
2026-07-23,49250,2026-08-13,put,regular,141,0.6468,21,98.0
2026-07-23,49500,2026-08-13,put,regular,616,0.6405,21,101.0
2026-07-23,49750,2026-08-13,put,regular,54,0.6363,21,106.0
2026-07-23,50000,2026-08-13,put,regular,2909,0.6267,21,106.0
2026-07-23,50250,2026-08-13,put,regular,180,0.6251,21,114.0
2026-07-23,50500,2026-08-13,put,regular,285,0.6193,21,118.0
2026-07-23,50750,2026-08-13,put,regular,808,0.6143,21,123.0
2026-07-23,51000,2026-08-13,put,regular,1003,0.6064,21,125.0
2026-07-23,51250,2026-08-13,put,regular,53,0.6037,21,133.0
2026-07-23,51500,2026-08-13,put,regular,267,0.5965,21,136.0
2026-07-23,51750,2026-08-13,put,regular,43,0.5917,21,142.0
2026-07-23,52000,2026-08-13,put,regular,871,0.5843,21,145.0
2026-07-23,52250,2026-08-13,put,regular,85,0.5814,21,154.0
2026-07-23,52500,2026-08-13,put,regular,509,0.5752,21,159.0
2026-07-23,52750,2026-08-13,put,regular,5,0.5711,21,167.0
2026-07-23,53000,2026-08-13,put,regular,1598,0.5646,21,172.0
2026-07-23,53250,2026-08-13,put,regular,54,0.5606,21,181.0
2026-07-23,53500,2026-08-13,put,regular,395,0.552,21,183.0
2026-07-23,53750,2026-08-13,put,regular,57,0.5519,21,199.0
2026-07-23,54000,2026-08-13,put,regular,687,0.5442,21,203.0
2026-07-23,54250,2026-08-13,put,regular,184,0.541,21,215.0
2026-07-23,54500,2026-08-13,put,regular,662,0.5353,21,223.0
2026-07-23,54750,2026-08-13,put,regular,74,0.5315,21,235.0
2026-07-23,55000,2026-08-13,put,regular,1911,0.5264,21,245.0
2026-07-23,55250,2026-08-13,put,regular,97,0.5172,21,247.0
2026-07-23,55500,2026-08-13,put,regular,355,0.5175,21,269.0
2026-07-23,55750,2026-08-13,put,regular,305,0.5117,21,279.0
2026-07-23,56000,2026-08-13,put,regular,1039,0.507,21,292.0
2026-07-23,56250,2026-08-13,put,regular,147,0.5042,21,310.0
2026-07-23,56500,2026-08-13,put,regular,1737,0.4977,21,320.0
2026-07-23,56750,2026-08-13,put,regular,36,0.493,21,335.0
2026-07-23,56875,2026-08-13,put,regular,8,0.4916,21,345.0
2026-07-23,57000,2026-08-13,put,regular,1991,0.49,21,355.0
2026-07-23,57125,2026-08-13,put,regular,101,0.4865,21,360.0
2026-07-23,57250,2026-08-13,put,regular,362,0.4847,21,370.0
2026-07-23,57375,2026-08-13,put,regular,26,0.4829,21,380.0
