date,strike,expiry,type,product,oi,iv,days_to_expiry,settlement
2026-09-08,20000,2026-09-10,put,regular,1549,4.7466,2,1.0
2026-09-08,21000,2026-09-10,put,regular,343,4.5591,2,1.0
2026-09-08,22000,2026-09-10,put,regular,485,4.3805,2,1.0
2026-09-08,23000,2026-09-10,put,regular,298,4.2099,2,1.0
2026-09-08,24000,2026-09-10,put,regular,151,4.0467,2,1.0
2026-09-08,25000,2026-09-10,put,regular,3940,3.8902,2,1.0
2026-09-08,26000,2026-09-10,put,regular,228,3.7399,2,1.0
2026-09-08,27000,2026-09-10,put,regular,203,3.5952,2,1.0
2026-09-08,27250,2026-09-10,put,regular,11,3.5599,2,1.0
2026-09-08,27500,2026-09-10,put,regular,21,3.5249,2,1.0
2026-09-08,27750,2026-09-10,put,regular,8,3.4902,2,1.0
2026-09-08,28000,2026-09-10,put,regular,87,3.4559,2,1.0
2026-09-08,28250,2026-09-10,put,regular,2,3.4218,2,1.0
2026-09-08,28500,2026-09-10,put,regular,10,3.388,2,1.0
2026-09-08,28750,2026-09-10,put,regular,68,3.3546,2,1.0
2026-09-08,29000,2026-09-10,put,regular,89,3.3214,2,1.0
2026-09-08,29250,2026-09-10,put,regular,3,3.2885,2,1.0
2026-09-08,29500,2026-09-10,put,regular,30,3.2558,2,1.0
2026-09-08,29750,2026-09-10,put,regular,11,3.2235,2,1.0
2026-09-08,30000,2026-09-10,put,regular,5260,3.1914,2,1.0
2026-09-08,30250,2026-09-10,put,regular,1,3.1596,2,1.0
2026-09-08,30500,2026-09-10,put,regular,86,3.128,2,1.0
2026-09-08,30750,2026-09-10,put,regular,8,3.0967,2,1.0
2026-09-08,31000,2026-09-10,put,regular,211,3.0657,2,1.0
2026-09-08,31250,2026-09-10,put,regular,1,3.0348,2,1.0
2026-09-08,31500,2026-09-10,put,regular,12,3.0043,2,1.0
2026-09-08,31750,2026-09-10,put,regular,14,2.9739,2,1.0
2026-09-08,32000,2026-09-10,put,regular,179,2.9438,2,1.0
2026-09-08,32250,2026-09-10,put,regular,4,2.914,2,1.0
2026-09-08,32500,2026-09-10,put,regular,34,2.8843,2,1.0
2026-09-08,32750,2026-09-10,put,regular,9,2.8549,2,1.0
2026-09-08,33000,2026-09-10,put,regular,502,2.8257,2,1.0
2026-09-08,33250,2026-09-10,put,regular,1,2.7967,2,1.0
2026-09-08,33500,2026-09-10,put,regular,31,2.768,2,1.0
2026-09-08,33750,2026-09-10,put,regular,4,2.7394,2,1.0
2026-09-08,34000,2026-09-10,put,regular,180,2.7111,2,1.0
2026-09-08,34250,2026-09-10,put,regular,2,2.6829,2,1.0
2026-09-08,34500,2026-09-10,put,regular,35,2.655,2,1.0
2026-09-08,34750,2026-09-10,put,regular,69,2.6272,2,1.0
2026-09-08,35000,2026-09-10,put,regular,3893,2.5996,2,1.0
2026-09-08,35250,2026-09-10,put,regular,8,2.5723,2,1.0
2026-09-08,35500,2026-09-10,put,regular,20,2.5451,2,1.0
2026-09-08,35750,2026-09-10,put,regular,52,2.5181,2,1.0
2026-09-08,36000,2026-09-10,put,regular,286,2.4913,2,1.0
2026-09-08,36250,2026-09-10,put,regular,5,2.4646,2,1.0
2026-09-08,36500,2026-09-10,put,regular,39,2.4382,2,1.0
2026-09-08,36750,2026-09-10,put,regular,69,2.4119,2,1.0
2026-09-08,37000,2026-09-10,put,regular,603,2.3858,2,1.0
2026-09-08,37250,2026-09-10,put,regular,1,2.3598,2,1.0
2026-09-08,37500,2026-09-10,put,regular,11,2.334,2,1.0
2026-09-08,37750,2026-09-10,put,regular,6,2.3084,2,1.0
2026-09-08,38000,2026-09-10,put,regular,980,2.283,2,1.0
2026-09-08,38250,2026-09-10,put,regular,21,2.2577,2,1.0
2026-09-08,38500,2026-09-10,put,regular,157,2.2325,2,1.0
2026-09-08,38750,2026-09-10,put,regular,14,2.2076,2,1.0
2026-09-08,39000,2026-09-10,put,regular,201,2.1827,2,1.0
2026-09-08,39250,2026-09-10,put,regular,166,2.1581,2,1.0
2026-09-08,39500,2026-09-10,put,regular,310,2.1335,2,1.0
2026-09-08,39750,2026-09-10,put,regular,11,2.1091,2,1.0
2026-09-08,40000,2026-09-10,put,regular,5021,2.0849,2,1.0
2026-09-08,40250,2026-09-10,put,regular,30,2.0608,2,1.0
2026-09-08,40500,2026-09-10,put,regular,181,2.0368,2,1.0
2026-09-08,40750,2026-09-10,put,regular,49,2.013,2,1.0
2026-09-08,41000,2026-09-10,put,regular,1012,1.9894,2,1.0
2026-09-08,41250,2026-09-10,put,regular,31,1.9658,2,1.0
2026-09-08,41500,2026-09-10,put,regular,65,1.9424,2,1.0
2026-09-08,41750,2026-09-10,put,regular,17,1.9191,2,1.0
2026-09-08,42000,2026-09-10,put,regular,2526,1.896,2,1.0
2026-09-08,42250,2026-09-10,put,regular,24,1.8729,2,1.0
2026-09-08,42500,2026-09-10,put,regular,81,1.85,2,1.0
2026-09-08,42750,2026-09-10,put,regular,23,1.8273,2,1.0
2026-09-08,43000,2026-09-10,put,regular,1382,1.8046,2,1.0
2026-09-08,43250,2026-09-10,put,regular,110,1.7821,2,1.0
2026-09-08,43500,2026-09-10,put,regular,887,1.7597,2,1.0
2026-09-08,43750,2026-09-10,put,regular,16,1.7374,2,1.0
2026-09-08,44000,2026-09-10,put,regular,1479,1.7152,2,1.0
2026-09-08,44250,2026-09-10,put,regular,33,1.6931,2,1.0
2026-09-08,44500,2026-09-10,put,regular,212,1.6712,2,1.0
2026-09-08,44750,2026-09-10,put,regular,36,1.6494,2,1.0
2026-09-08,45000,2026-09-10,put,regular,2540,1.6276,2,1.0
2026-09-08,45250,2026-09-10,put,regular,108,1.606,2,1.0
2026-09-08,45500,2026-09-10,put,regular,160,1.5845,2,1.0
2026-09-08,45750,2026-09-10,put,regular,60,1.5631,2,1.0
2026-09-08,46000,2026-09-10,put,regular,1868,1.5418,2,1.0
2026-09-08,46250,2026-09-10,put,regular,68,1.5206,2,1.0
2026-09-08,46500,2026-09-10,put,regular,439,1.4995,2,1.0
2026-09-08,46750,2026-09-10,put,regular,68,1.4785,2,1.0
2026-09-08,47000,2026-09-10,put,regular,1234,1.4576,2,1.0
2026-09-08,47250,2026-09-10,put,regular,225,1.4368,2,1.0
2026-09-08,47500,2026-09-10,put,regular,1065,1.4161,2,1.0
2026-09-08,47750,2026-09-10,put,regular,137,1.3955,2,1.0
2026-09-08,48000,2026-09-10,put,regular,2994,1.375,2,1.0
2026-09-08,48250,2026-09-10,put,regular,124,1.3546,2,1.0
2026-09-08,48500,2026-09-10,put,regular,770,1.3342,2,1.0
2026-09-08,48750,2026-09-10,put,regular,153,1.314,2,1.0
2026-09-08,49000,2026-09-10,put,regular,2286,1.2938,2,1.0
2026-09-08,49250,2026-09-10,put,regular,216,1.2738,2,1.0
2026-09-08,49500,2026-09-10,put,regular,274,1.2538,2,1.0
2026-09-08,49750,2026-09-10,put,regular,173,1.2339,2,1.0
2026-09-08,50000,2026-09-10,put,regular,8726,1.2141,2,1.0
2026-09-08,50250,2026-09-10,put,regular,143,1.1944,2,1.0
2026-09-08,50500,2026-09-10,put,regular,1578,1.1747,2,1.0
2026-09-08,50750,2026-09-10,put,regular,175,1.1552,2,1.0
2026-09-08,51000,2026-09-10,put,regular,1451,1.1357,2,1.0
2026-09-08,51250,2026-09-10,put,regular,222,1.1163,2,1.0
2026-09-08,51500,2026-09-10,put,regular,289,1.097,2,1.0
2026-09-08,51750,2026-09-10,put,regular,54,1.0777,2,1.0
2026-09-08,52000,2026-09-10,put,regular,2616,1.0585,2,1.0
2026-09-08,52250,2026-09-10,put,regular,66,1.0394,2,1.0
2026-09-08,52500,2026-09-10,put,regular,884,1.0204,2,1.0
2026-09-08,52750,2026-09-10,put,regular,37,1.0014,2,1.0
