date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-30,20000,2026-07-09,put,2096,2.3214,9,1.0
2026-06-30,22000,2026-07-09,put,439,2.1493,9,1.0
2026-06-30,24000,2026-07-09,put,629,1.9924,9,1.0
2026-06-30,25000,2026-07-09,put,2970,1.9188,9,1.0
2026-06-30,26000,2026-07-09,put,385,1.8482,9,1.0
2026-06-30,27000,2026-07-09,put,208,1.8726,9,2.0
2026-06-30,28000,2026-07-09,put,137,1.8039,9,2.0
2026-06-30,29000,2026-07-09,put,298,1.7377,9,2.0
2026-06-30,30000,2026-07-09,put,2410,1.6737,9,2.0
2026-06-30,31000,2026-07-09,put,239,1.6117,9,2.0
2026-06-30,32000,2026-07-09,put,692,1.5518,9,2.0
2026-06-30,33000,2026-07-09,put,345,1.4936,9,2.0
2026-06-30,34000,2026-07-09,put,145,1.4372,9,2.0
2026-06-30,35000,2026-07-09,put,2179,1.4279,9,3.0
2026-06-30,35500,2026-07-09,put,104,1.4002,9,3.0
2026-06-30,36000,2026-07-09,put,171,1.373,9,3.0
2026-06-30,36500,2026-07-09,put,111,1.379,9,4.0
2026-06-30,36750,2026-07-09,put,3,1.3654,9,4.0
2026-06-30,37000,2026-07-09,put,112,1.3519,9,4.0
2026-06-30,37250,2026-07-09,put,2,1.3385,9,4.0
2026-06-30,37500,2026-07-09,put,106,1.3512,9,5.0
2026-06-30,37750,2026-07-09,put,2,1.3377,9,5.0
2026-06-30,38000,2026-07-09,put,179,1.3243,9,5.0
2026-06-30,38250,2026-07-09,put,2,1.311,9,5.0
2026-06-30,38500,2026-07-09,put,231,1.2977,9,5.0
2026-06-30,39000,2026-07-09,put,656,1.2926,9,6.0
2026-06-30,39500,2026-07-09,put,60,1.2663,9,6.0
2026-06-30,39750,2026-07-09,put,17,1.2533,9,6.0
2026-06-30,40000,2026-07-09,put,2249,1.2403,9,6.0
2026-06-30,40250,2026-07-09,put,14,1.2274,9,6.0
2026-06-30,40500,2026-07-09,put,171,1.2146,9,6.0
2026-06-30,40750,2026-07-09,put,15,1.2019,9,6.0
2026-06-30,41000,2026-07-09,put,97,1.2065,9,7.0
2026-06-30,41250,2026-07-09,put,57,1.2091,9,8.0
2026-06-30,41500,2026-07-09,put,213,1.2102,9,9.0
2026-06-30,41750,2026-07-09,put,13,1.1973,9,9.0
