date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-12,20000,2026-07-09,put,1073,1.3932,27,3.0
2026-06-12,22000,2026-07-09,put,33,1.316,27,4.0
2026-06-12,24000,2026-07-09,put,60,1.2156,27,4.0
2026-06-12,25000,2026-07-09,put,2377,1.1909,27,5.0
2026-06-12,26000,2026-07-09,put,191,1.1633,27,6.0
2026-06-12,27000,2026-07-09,put,76,1.134,27,7.0
2026-06-12,28000,2026-07-09,put,53,1.1273,27,10.0
2026-06-12,29000,2026-07-09,put,88,1.0836,27,10.0
2026-06-12,30000,2026-07-09,put,1800,1.0414,27,10.0
2026-06-12,31000,2026-07-09,put,29,1.027,27,13.0
2026-06-12,32000,2026-07-09,put,251,1.0145,27,17.0
2026-06-12,33000,2026-07-09,put,210,0.986,27,19.0
2026-06-12,34000,2026-07-09,put,75,0.9619,27,22.0
2026-06-12,35000,2026-07-09,put,840,0.9365,27,25.0
2026-06-12,35500,2026-07-09,put,100,0.9254,27,27.0
2026-06-12,35750,2026-07-09,put,1,0.9235,27,29.0
2026-06-12,36000,2026-07-09,put,120,0.9139,27,29.0
2026-06-12,36500,2026-07-09,put,100,0.9054,27,32.0
2026-06-12,37000,2026-07-09,put,40,0.8929,27,34.0
2026-06-12,37500,2026-07-09,put,105,0.8802,27,36.0
2026-06-12,38000,2026-07-09,put,119,0.8701,27,39.0
2026-06-12,38250,2026-07-09,put,2,0.8662,27,41.0
2026-06-12,38500,2026-07-09,put,203,0.8621,27,43.0
2026-06-12,39000,2026-07-09,put,626,0.8434,27,43.0
2026-06-12,39500,2026-07-09,put,58,0.8346,27,47.0
2026-06-12,39750,2026-07-09,put,1,0.8299,27,49.0
2026-06-12,40000,2026-07-09,put,1345,0.8207,27,49.0
2026-06-12,40250,2026-07-09,put,14,0.807,27,47.0
2026-06-12,40500,2026-07-09,put,159,0.8045,27,50.0
2026-06-12,40750,2026-07-09,put,10,0.7997,27,52.0
2026-06-12,41000,2026-07-09,put,58,0.7947,27,54.0
