date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-17,20000,2026-07-09,put,2102,1.4824,22,1.0
2026-06-17,22000,2026-07-09,put,339,1.3723,22,1.0
2026-06-17,24000,2026-07-09,put,180,1.3376,22,2.0
2026-06-17,25000,2026-07-09,put,2544,1.2882,22,2.0
2026-06-17,26000,2026-07-09,put,385,1.2408,22,2.0
2026-06-17,27000,2026-07-09,put,132,1.2337,22,3.0
2026-06-17,28000,2026-07-09,put,84,1.1884,22,3.0
2026-06-17,29000,2026-07-09,put,218,1.1448,22,3.0
2026-06-17,30000,2026-07-09,put,2077,1.1026,22,3.0
2026-06-17,31000,2026-07-09,put,217,1.0873,22,4.0
2026-06-17,32000,2026-07-09,put,647,1.0672,22,5.0
2026-06-17,33000,2026-07-09,put,300,1.0441,22,6.0
2026-06-17,34000,2026-07-09,put,106,1.019,22,7.0
2026-06-17,35000,2026-07-09,put,1542,0.9804,22,7.0
2026-06-17,35500,2026-07-09,put,100,0.9735,22,8.0
2026-06-17,35750,2026-07-09,put,1,0.9641,22,8.0
2026-06-17,36000,2026-07-09,put,155,0.9655,22,9.0
2026-06-17,36500,2026-07-09,put,106,0.9466,22,9.0
2026-06-17,36750,2026-07-09,put,3,0.9373,22,9.0
2026-06-17,37000,2026-07-09,put,68,0.9281,22,9.0
2026-06-17,37250,2026-07-09,put,1,0.9189,22,9.0
2026-06-17,37500,2026-07-09,put,105,0.9098,22,9.0
2026-06-17,38000,2026-07-09,put,156,0.9009,22,10.0
2026-06-17,38250,2026-07-09,put,2,0.8919,22,10.0
2026-06-17,38500,2026-07-09,put,232,0.8829,22,10.0
2026-06-17,39000,2026-07-09,put,647,0.8811,22,12.0
2026-06-17,39500,2026-07-09,put,60,0.8632,22,12.0
2026-06-17,39750,2026-07-09,put,4,0.8544,22,12.0
2026-06-17,40000,2026-07-09,put,2069,0.8526,22,13.0
2026-06-17,40250,2026-07-09,put,14,0.8438,22,13.0
2026-06-17,40500,2026-07-09,put,168,0.835,22,13.0
2026-06-17,40750,2026-07-09,put,11,0.8327,22,14.0
2026-06-17,41000,2026-07-09,put,66,0.8414,22,17.0
2026-06-17,41250,2026-07-09,put,57,0.8325,22,17.0
2026-06-17,41500,2026-07-09,put,215,0.8238,22,17.0
2026-06-17,41750,2026-07-09,put,11,0.815,22,17.0
2026-06-17,42000,2026-07-09,put,283,0.8114,22,18.0
2026-06-17,42250,2026-07-09,put,12,0.7977,22,17.0
2026-06-17,42500,2026-07-09,put,207,0.7891,22,17.0
2026-06-17,42750,2026-07-09,put,68,0.7855,22,18.0
2026-06-17,43000,2026-07-09,put,805,0.7862,22,20.0
2026-06-17,43250,2026-07-09,put,23,0.7776,22,20.0
2026-06-17,43500,2026-07-09,put,88,0.7691,22,20.0
2026-06-17,43750,2026-07-09,put,27,0.7648,22,21.0
2026-06-17,44000,2026-07-09,put,374,0.7682,22,24.0
2026-06-17,44250,2026-07-09,put,82,0.7596,22,24.0
2026-06-17,44500,2026-07-09,put,472,0.7511,22,24.0
2026-06-17,44750,2026-07-09,put,47,0.7462,22,25.0
2026-06-17,45000,2026-07-09,put,2213,0.7412,22,26.0
2026-06-17,45250,2026-07-09,put,26,0.7328,22,26.0
2026-06-17,45500,2026-07-09,put,225,0.7243,22,26.0
2026-06-17,45750,2026-07-09,put,17,0.7224,22,28.0
2026-06-17,46000,2026-07-09,put,780,0.726,22,32.0
2026-06-17,46250,2026-07-09,put,79,0.7175,22,32.0
2026-06-17,46500,2026-07-09,put,318,0.709,22,32.0
2026-06-17,46750,2026-07-09,put,4,0.7006,22,32.0
2026-06-17,47000,2026-07-09,put,1022,0.695,22,33.0
2026-06-17,47250,2026-07-09,put,47,0.6893,22,34.0
2026-06-17,47500,2026-07-09,put,189,0.6835,22,35.0
2026-06-17,47750,2026-07-09,put,63,0.6751,22,35.0
2026-06-17,48000,2026-07-09,put,3050,0.6809,22,41.0
2026-06-17,48250,2026-07-09,put,30,0.6725,22,41.0
2026-06-17,48500,2026-07-09,put,517,0.6641,22,41.0
2026-06-17,48750,2026-07-09,put,24,0.66,22,43.0
2026-06-17,49000,2026-07-09,put,305,0.6577,22,46.0
2026-06-17,49250,2026-07-09,put,41,0.6494,22,46.0
2026-06-17,49500,2026-07-09,put,421,0.6504,22,51.0
2026-06-17,49750,2026-07-09,put,17,0.6455,22,53.0
2026-06-17,50000,2026-07-09,put,3910,0.6388,22,54.0
2026-06-17,50250,2026-07-09,put,15,0.6321,22,55.0
2026-06-17,50500,2026-07-09,put,105,0.6286,22,58.0
2026-06-17,50750,2026-07-09,put,4,0.6233,22,60.0
2026-06-17,51000,2026-07-09,put,1265,0.6194,22,63.0
2026-06-17,51250,2026-07-09,put,3,0.6139,22,65.0
2026-06-17,51500,2026-07-09,put,809,0.6096,22,68.0
2026-06-17,51750,2026-07-09,put,8,0.6026,22,69.0
2026-06-17,52000,2026-07-09,put,1439,0.5955,22,70.0
2026-06-17,52250,2026-07-09,put,140,0.5947,22,76.0
2026-06-17,52500,2026-07-09,put,775,0.5887,22,78.0
2026-06-17,52750,2026-07-09,put,15,0.5826,22,80.0
2026-06-17,52875,2026-07-09,put,2,0.5807,22,82.0
2026-06-17,53000,2026-07-09,put,4192,0.5776,22,83.0
2026-06-17,53125,2026-07-09,put,4,0.5745,22,84.0
2026-06-17,53250,2026-07-09,put,408,0.5746,22,88.0
2026-06-17,53375,2026-07-09,put,163,0.5725,22,90.0
2026-06-17,53500,2026-07-09,put,136,0.5693,22,91.0
2026-06-17,53625,2026-07-09,put,4,0.5671,22,93.0
2026-06-17,53750,2026-07-09,put,18,0.5629,22,93.0
2026-06-17,53875,2026-07-09,put,108,0.5606,22,95.0
2026-06-17,54000,2026-07-09,put,849,0.5533,22,92.0
2026-06-17,54125,2026-07-09,put,8,0.555,22,98.0
2026-06-17,54250,2026-07-09,put,18,0.5517,22,99.0
2026-06-17,54375,2026-07-09,put,19,0.5512,22,103.0
2026-06-17,54500,2026-07-09,put,79,0.5479,22,104.0
2026-06-17,54625,2026-07-09,put,2,0.5472,22,108.0
2026-06-17,54750,2026-07-09,put,16,0.5447,22,110.0
2026-06-17,54875,2026-07-09,put,9,0.5421,22,112.0
2026-06-17,55000,2026-07-09,put,4101,0.5387,22,113.0
2026-06-17,55125,2026-07-09,put,10,0.5352,22,114.0
2026-06-17,55250,2026-07-09,put,6,0.5351,22,119.0
2026-06-17,55375,2026-07-09,put,10,0.5332,22,122.0
2026-06-17,55500,2026-07-09,put,486,0.524,22,116.0
2026-06-17,55625,2026-07-09,put,5,0.5213,22,118.0
2026-06-17,55750,2026-07-09,put,6,0.5178,22,119.0
2026-06-17,55875,2026-07-09,put,8,0.5143,22,120.0
2026-06-17,56000,2026-07-09,put,2297,0.5116,22,122.0
2026-06-17,56250,2026-07-09,put,90,0.5127,22,135.0
2026-06-17,56375,2026-07-09,put,746,0.5119,22,140.0
2026-06-17,56500,2026-07-09,put,398,0.5089,22,142.0
2026-06-17,56625,2026-07-09,put,76,0.5059,22,144.0
2026-06-17,56750,2026-07-09,put,27,0.5036,22,147.0
2026-06-17,56875,2026-07-09,put,13,0.5012,22,150.0
2026-06-17,57000,2026-07-09,put,2190,0.4968,22,150.0
2026-06-17,57125,2026-07-09,put,1,0.4969,22,157.0
2026-06-17,57250,2026-07-09,put,19,0.4957,22,162.0
2026-06-17,57375,2026-07-09,put,2,0.4931,22,165.0
2026-06-17,57500,2026-07-09,put,451,0.4905,22,168.0
2026-06-17,57625,2026-07-09,put,8,0.489,22,173.0
2026-06-17,57750,2026-07-09,put,14,0.4857,22,175.0
2026-06-17,57875,2026-07-09,put,57,0.4841,22,180.0
2026-06-17,58000,2026-07-09,put,2746,0.4813,22,183.0
2026-06-17,58125,2026-07-09,put,6,0.4796,22,188.0
2026-06-17,58250,2026-07-09,put,15,0.4778,22,193.0
2026-06-17,58375,2026-07-09,put,11,0.4754,22,197.0
2026-06-17,58500,2026-07-09,put,758,0.473,22,201.0
2026-06-17,58625,2026-07-09,put,5,0.4715,22,207.0
2026-06-17,58750,2026-07-09,put,33,0.4709,22,215.0
2026-06-17,58875,2026-07-09,put,20,0.4673,22,217.0
2026-06-17,59000,2026-07-09,put,1332,0.4647,22,221.0
2026-06-17,59125,2026-07-09,put,3,0.4634,22,228.0
