date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-23,20000,2026-07-09,put,2097,1.7363,16,1.0
2026-06-23,22000,2026-07-09,put,406,1.6071,16,1.0
2026-06-23,24000,2026-07-09,put,488,1.4894,16,1.0
2026-06-23,25000,2026-07-09,put,2777,1.5084,16,2.0
2026-06-23,26000,2026-07-09,put,381,1.4528,16,2.0
2026-06-23,27000,2026-07-09,put,135,1.3993,16,2.0
2026-06-23,28000,2026-07-09,put,91,1.3478,16,2.0
2026-06-23,29000,2026-07-09,put,266,1.2981,16,2.0
2026-06-23,30000,2026-07-09,put,2327,1.2907,16,3.0
2026-06-23,31000,2026-07-09,put,249,1.2428,16,3.0
2026-06-23,32000,2026-07-09,put,682,1.1965,16,3.0
2026-06-23,33000,2026-07-09,put,351,1.1515,16,3.0
2026-06-23,34000,2026-07-09,put,119,1.1349,16,4.0
2026-06-23,35000,2026-07-09,put,2068,1.0915,16,4.0
2026-06-23,35500,2026-07-09,put,101,1.0913,16,5.0
2026-06-23,36000,2026-07-09,put,167,1.07,16,5.0
2026-06-23,36500,2026-07-09,put,106,1.0663,16,6.0
2026-06-23,36750,2026-07-09,put,3,1.0708,16,7.0
2026-06-23,37000,2026-07-09,put,83,1.0602,16,7.0
2026-06-23,37250,2026-07-09,put,1,1.0497,16,7.0
2026-06-23,37500,2026-07-09,put,108,1.0392,16,7.0
2026-06-23,37750,2026-07-09,put,2,1.0288,16,7.0
2026-06-23,38000,2026-07-09,put,171,1.0314,16,8.0
2026-06-23,38250,2026-07-09,put,2,1.021,16,8.0
2026-06-23,38500,2026-07-09,put,231,1.0106,16,8.0
2026-06-23,38750,2026-07-09,put,52000,1.0004,16,8.0
2026-06-23,39000,2026-07-09,put,650,0.9902,16,8.0
2026-06-23,39250,2026-07-09,put,56000,0.98,16,8.0
2026-06-23,39500,2026-07-09,put,60,0.9699,16,8.0
2026-06-23,39750,2026-07-09,put,17,0.9599,16,8.0
2026-06-23,40000,2026-07-09,put,2126,0.9379,16,7.0
2026-06-23,40250,2026-07-09,put,14,0.94,16,8.0
2026-06-23,40500,2026-07-09,put,170,0.9508,16,10.0
2026-06-23,40750,2026-07-09,put,11,0.9408,16,10.0
2026-06-23,41000,2026-07-09,put,87,0.9309,16,10.0
2026-06-23,41250,2026-07-09,put,57,0.9299,16,11.0
2026-06-23,41500,2026-07-09,put,214,0.92,16,11.0
2026-06-23,41750,2026-07-09,put,11,0.9102,16,11.0
2026-06-23,42000,2026-07-09,put,298,0.8918,16,10.0
2026-06-23,42250,2026-07-09,put,12,0.8907,16,11.0
2026-06-23,42500,2026-07-09,put,207,0.881,16,11.0
2026-06-23,42750,2026-07-09,put,68,0.8793,16,12.0
2026-06-23,43000,2026-07-09,put,816,0.8696,16,12.0
2026-06-23,43250,2026-07-09,put,23,0.86,16,12.0
2026-06-23,43500,2026-07-09,put,89,0.8505,16,12.0
2026-06-23,43750,2026-07-09,put,27,0.8481,16,13.0
2026-06-23,44000,2026-07-09,put,371,0.8386,16,13.0
