date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-19,20000,2026-07-09,put,2097,1.6564,20,2.0
2026-06-19,22000,2026-07-09,put,406,1.5353,20,2.0
2026-06-19,24000,2026-07-09,put,374,1.425,20,2.0
2026-06-19,25000,2026-07-09,put,2568,1.3733,20,2.0
2026-06-19,26000,2026-07-09,put,381,1.3237,20,2.0
2026-06-19,27000,2026-07-09,put,135,1.2759,20,2.0
2026-06-19,28000,2026-07-09,put,91,1.2299,20,2.0
2026-06-19,29000,2026-07-09,put,253,1.1855,20,2.0
2026-06-19,30000,2026-07-09,put,2123,1.1795,20,3.0
2026-06-19,31000,2026-07-09,put,221,1.1368,20,3.0
2026-06-19,32000,2026-07-09,put,688,1.0954,20,3.0
2026-06-19,33000,2026-07-09,put,327,1.0807,20,4.0
2026-06-19,34000,2026-07-09,put,92,1.0409,20,4.0
2026-06-19,35000,2026-07-09,put,2034,1.0217,20,5.0
2026-06-19,35500,2026-07-09,put,100,1.0025,20,5.0
2026-06-19,36000,2026-07-09,put,167,0.9996,20,6.0
2026-06-19,36500,2026-07-09,put,106,0.9806,20,6.0
2026-06-19,36750,2026-07-09,put,3,0.9849,20,7.0
2026-06-19,37000,2026-07-09,put,70,0.9755,20,7.0
2026-06-19,37250,2026-07-09,put,1,0.9661,20,7.0
2026-06-19,37500,2026-07-09,put,107,0.9567,20,7.0
2026-06-19,37750,2026-07-09,put,2,0.9474,20,7.0
2026-06-19,38000,2026-07-09,put,152,0.9382,20,7.0
2026-06-19,38250,2026-07-09,put,2,0.9407,20,8.0
2026-06-19,38500,2026-07-09,put,231,0.9315,20,8.0
2026-06-19,39000,2026-07-09,put,647,0.9133,20,8.0
2026-06-19,39500,2026-07-09,put,60,0.9054,20,9.0
2026-06-19,39750,2026-07-09,put,4,0.8964,20,9.0
2026-06-19,40000,2026-07-09,put,2101,0.8874,20,9.0
2026-06-19,40250,2026-07-09,put,14,0.8785,20,9.0
2026-06-19,40500,2026-07-09,put,168,0.8696,20,9.0
2026-06-19,40750,2026-07-09,put,11,0.8698,20,10.0
2026-06-19,41000,2026-07-09,put,83,0.8609,20,10.0
2026-06-19,41250,2026-07-09,put,57,0.8521,20,10.0
2026-06-19,41500,2026-07-09,put,213,0.8515,20,11.0
