date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-25,20000,2026-07-09,put,2093,1.904,14,1.0
2026-06-25,22000,2026-07-09,put,405,1.8564,14,2.0
2026-06-25,24000,2026-07-09,put,492,1.7247,14,2.0
2026-06-25,25000,2026-07-09,put,2904,1.663,14,2.0
2026-06-25,26000,2026-07-09,put,465,1.6548,14,3.0
2026-06-25,27000,2026-07-09,put,187,1.5961,14,3.0
2026-06-25,28000,2026-07-09,put,131,1.5395,14,3.0
2026-06-25,29000,2026-07-09,put,283,1.5202,14,4.0
2026-06-25,30000,2026-07-09,put,2381,1.4663,14,4.0
2026-06-25,31000,2026-07-09,put,237,1.4141,14,4.0
2026-06-25,32000,2026-07-09,put,666,1.4122,14,6.0
2026-06-25,33000,2026-07-09,put,332,1.3616,14,6.0
2026-06-25,34000,2026-07-09,put,101,1.3126,14,6.0
2026-06-25,35000,2026-07-09,put,2087,1.2827,14,7.0
2026-06-25,35500,2026-07-09,put,101,1.2591,14,7.0
2026-06-25,36000,2026-07-09,put,160,1.2358,14,7.0
2026-06-25,36500,2026-07-09,put,106,1.2128,14,7.0
2026-06-25,36750,2026-07-09,put,3,1.2014,14,7.0
2026-06-25,37000,2026-07-09,put,100,1.1901,14,7.0
2026-06-25,37250,2026-07-09,put,1,1.1937,14,8.0
2026-06-25,37500,2026-07-09,put,105,1.1957,14,9.0
2026-06-25,37750,2026-07-09,put,2,1.1844,14,9.0
2026-06-25,38000,2026-07-09,put,167,1.1851,14,10.0
2026-06-25,38250,2026-07-09,put,2,1.1739,14,10.0
2026-06-25,38500,2026-07-09,put,231,1.1626,14,10.0
2026-06-25,39000,2026-07-09,put,651,1.1512,14,11.0
2026-06-25,39500,2026-07-09,put,60,1.1291,14,11.0
2026-06-25,39750,2026-07-09,put,17,1.1181,14,11.0
2026-06-25,40000,2026-07-09,put,2120,1.117,14,12.0
2026-06-25,40250,2026-07-09,put,14,1.106,14,12.0
2026-06-25,40500,2026-07-09,put,169,1.1042,14,13.0
2026-06-25,40750,2026-07-09,put,12,1.0933,14,13.0
2026-06-25,41000,2026-07-09,put,104,1.0909,14,14.0
2026-06-25,41250,2026-07-09,put,57,1.08,14,14.0
2026-06-25,41500,2026-07-09,put,214,1.0693,14,14.0
2026-06-25,41750,2026-07-09,put,13,1.0663,14,15.0
2026-06-25,42000,2026-07-09,put,307,1.0629,14,16.0
2026-06-25,42250,2026-07-09,put,12,1.0522,14,16.0
2026-06-25,42500,2026-07-09,put,208,1.0415,14,16.0
2026-06-25,42750,2026-07-09,put,68,1.0377,14,17.0
2026-06-25,43000,2026-07-09,put,824,1.0336,14,18.0
2026-06-25,43250,2026-07-09,put,23,1.023,14,18.0
2026-06-25,43500,2026-07-09,put,89,1.0124,14,18.0
2026-06-25,43750,2026-07-09,put,28,1.002,14,18.0
2026-06-25,44000,2026-07-09,put,371,0.9915,14,18.0
2026-06-25,44250,2026-07-09,put,82,0.9871,14,19.0
2026-06-25,44500,2026-07-09,put,470,0.9823,14,20.0
2026-06-25,44750,2026-07-09,put,49,0.9773,14,21.0
2026-06-25,45000,2026-07-09,put,2373,0.9721,14,22.0
2026-06-25,45250,2026-07-09,put,25,0.9667,14,23.0
2026-06-25,45500,2026-07-09,put,225,0.9611,14,24.0
2026-06-25,45750,2026-07-09,put,17,0.9554,14,25.0
2026-06-25,46000,2026-07-09,put,708,0.9494,14,26.0
2026-06-25,46250,2026-07-09,put,79,0.9433,14,27.0
2026-06-25,46500,2026-07-09,put,318,0.9411,14,29.0
2026-06-25,46750,2026-07-09,put,4,0.9346,14,30.0
2026-06-25,47000,2026-07-09,put,1028,0.9243,14,30.0
2026-06-25,47250,2026-07-09,put,46,0.9177,14,31.0
2026-06-25,47500,2026-07-09,put,186,0.9075,14,31.0
2026-06-25,47750,2026-07-09,put,164,0.9385,14,44.0
2026-06-25,48000,2026-07-09,put,2917,0.904,14,36.0
2026-06-25,48250,2026-07-09,put,30,0.9029,14,39.0
2026-06-25,48500,2026-07-09,put,765,0.9013,14,42.0
2026-06-25,48750,2026-07-09,put,25,0.891,14,42.0
2026-06-25,49000,2026-07-09,put,280,0.8888,14,45.0
2026-06-25,49250,2026-07-09,put,42,0.8836,14,47.0
2026-06-25,49500,2026-07-09,put,349,0.8782,14,49.0
2026-06-25,49750,2026-07-09,put,17,0.8679,14,49.0
2026-06-25,50000,2026-07-09,put,3406,0.8646,14,52.0
2026-06-25,50250,2026-07-09,put,17,0.8543,14,52.0
2026-06-25,50500,2026-07-09,put,105,0.8462,14,53.0
2026-06-25,50750,2026-07-09,put,4,0.8403,14,55.0
2026-06-25,51000,2026-07-09,put,1511,0.8363,14,58.0
2026-06-25,51250,2026-07-09,put,5,0.8281,14,59.0
2026-06-25,51500,2026-07-09,put,807,0.8217,14,61.0
2026-06-25,51750,2026-07-09,put,8,0.8153,14,63.0
2026-06-25,52000,2026-07-09,put,1233,0.8087,14,65.0
2026-06-25,52250,2026-07-09,put,101,0.8038,14,68.0
2026-06-25,52500,2026-07-09,put,774,0.797,14,70.0
2026-06-25,52750,2026-07-09,put,14,0.7917,14,73.0
2026-06-25,52875,2026-07-09,put,2,0.7882,14,74.0
2026-06-25,53000,2026-07-09,put,4046,0.7879,14,77.0
2026-06-25,53125,2026-07-09,put,4,0.7827,14,77.0
2026-06-25,53250,2026-07-09,put,411,0.7791,14,78.0
2026-06-25,53375,2026-07-09,put,163,0.7755,14,79.0
2026-06-25,53500,2026-07-09,put,213,0.7718,14,80.0
2026-06-25,53625,2026-07-09,put,5,0.7697,14,82.0
2026-06-25,53750,2026-07-09,put,18,0.766,14,83.0
2026-06-25,53875,2026-07-09,put,109,0.7637,14,85.0
2026-06-25,54000,2026-07-09,put,812,0.7599,14,86.0
2026-06-25,54125,2026-07-09,put,8,0.7589,14,89.0
2026-06-25,54250,2026-07-09,put,15,0.7551,14,90.0
2026-06-25,54375,2026-07-09,put,19,0.7526,14,92.0
2026-06-25,54500,2026-07-09,put,178,0.7487,14,93.0
2026-06-25,54625,2026-07-09,put,2,0.7475,14,96.0
2026-06-25,54750,2026-07-09,put,17,0.7435,14,97.0
2026-06-25,54875,2026-07-09,put,9,0.7408,14,99.0
2026-06-25,55000,2026-07-09,put,4399,0.7393,14,102.0
2026-06-25,55125,2026-07-09,put,11,0.7353,14,103.0
2026-06-25,55250,2026-07-09,put,7,0.7325,14,105.0
2026-06-25,55375,2026-07-09,put,11,0.7296,14,107.0
2026-06-25,55500,2026-07-09,put,502,0.7255,14,108.0
2026-06-25,55625,2026-07-09,put,5,0.7237,14,111.0
2026-06-25,55750,2026-07-09,put,1,0.7207,14,113.0
2026-06-25,55875,2026-07-09,put,7,0.7188,14,116.0
2026-06-25,56000,2026-07-09,put,1724,0.7157,14,118.0
2026-06-25,56125,2026-07-09,put,2,0.7125,14,120.0
2026-06-25,56250,2026-07-09,put,93,0.7104,14,123.0
2026-06-25,56375,2026-07-09,put,746,0.7072,14,125.0
2026-06-25,56500,2026-07-09,put,410,0.7118,14,135.0
2026-06-25,56625,2026-07-09,put,76,0.7026,14,131.0
2026-06-25,56750,2026-07-09,put,28,0.6992,14,133.0
2026-06-25,56875,2026-07-09,put,13,0.6996,14,139.0
2026-06-25,57000,2026-07-09,put,2289,0.6952,14,140.0
2026-06-25,57250,2026-07-09,put,14,0.6926,14,149.0
2026-06-25,57375,2026-07-09,put,2,0.6908,14,153.0
2026-06-25,57500,2026-07-09,put,468,0.6845,14,152.0
2026-06-25,57625,2026-07-09,put,8,0.6851,14,159.0
2026-06-25,57750,2026-07-09,put,14,0.683,14,163.0
2026-06-25,57875,2026-07-09,put,57,0.6809,14,167.0
2026-06-25,58000,2026-07-09,put,3424,0.6818,14,175.0
2026-06-25,58125,2026-07-09,put,7,0.6755,14,174.0
2026-06-25,58250,2026-07-09,put,12,0.6732,14,178.0
2026-06-25,58375,2026-07-09,put,12,0.6708,14,182.0
2026-06-25,58500,2026-07-09,put,1168,0.6653,14,182.0
2026-06-25,58625,2026-07-09,put,3,0.6664,14,191.0
2026-06-25,58750,2026-07-09,put,32,0.6638,14,195.0
2026-06-25,58875,2026-07-09,put,21,0.6611,14,199.0
2026-06-25,59000,2026-07-09,put,1437,0.657,14,201.0
2026-06-25,59125,2026-07-09,put,3,0.6576,14,210.0
2026-06-25,59250,2026-07-09,put,6,0.6553,14,215.0
2026-06-25,59375,2026-07-09,put,3,0.653,14,220.0
2026-06-25,59500,2026-07-09,put,1474,0.6474,14,220.0
2026-06-25,59625,2026-07-09,put,6,0.6444,14,224.0
2026-06-25,59750,2026-07-09,put,12,0.6432,14,231.0
2026-06-25,59875,2026-07-09,put,21,0.6425,14,239.0
2026-06-25,60000,2026-07-09,put,3279,0.6404,14,245.0
2026-06-25,60125,2026-07-09,put,11,0.6383,14,251.0
2026-06-25,60250,2026-07-09,put,298,0.6344,14,254.0
2026-06-25,60375,2026-07-09,put,3,0.6349,14,265.0
2026-06-25,60500,2026-07-09,put,1850,0.6325,14,271.0
2026-06-25,60625,2026-07-09,put,102,0.6301,14,277.0
2026-06-25,60750,2026-07-09,put,23,0.6297,14,287.0
2026-06-25,60875,2026-07-09,put,105,0.6249,14,289.0
2026-06-25,61000,2026-07-09,put,1661,0.6324,14,315.0
2026-06-25,61125,2026-07-09,put,1,0.6241,14,310.0
2026-06-25,61250,2026-07-09,put,229,0.6256,14,325.0
2026-06-25,61375,2026-07-09,put,2,0.6245,14,335.0
2026-06-25,61500,2026-07-09,put,1055,0.6186,14,335.0
2026-06-25,61625,2026-07-09,put,1,0.6174,14,345.0
2026-06-25,61750,2026-07-09,put,7,0.6137,14,350.0
2026-06-25,61875,2026-07-09,put,5,0.6123,14,360.0
2026-06-25,62000,2026-07-09,put,2497,0.613,14,375.0
2026-06-25,62125,2026-07-09,put,41,0.6113,14,385.0
2026-06-25,62250,2026-07-09,put,164,0.6095,14,395.0
2026-06-25,62375,2026-07-09,put,261,0.6056,14,400.0
2026-06-25,62500,2026-07-09,put,391,0.6077,14,420.0
2026-06-25,62625,2026-07-09,put,22,0.6036,14,425.0
2026-06-25,62750,2026-07-09,put,21,0.6034,14,440.0
2026-06-25,62875,2026-07-09,put,4,0.6069,14,465.0
2026-06-25,63000,2026-07-09,put,2024,0.6044,14,475.0
2026-06-25,63125,2026-07-09,put,11,0.6,14,480.0
2026-06-25,63250,2026-07-09,put,26,0.6011,14,500.0
2026-06-25,63375,2026-07-09,put,51,0.5984,14,510.0
2026-06-25,63500,2026-07-09,put,210,0.6026,14,540.0
2026-06-25,63625,2026-07-09,put,13,0.5979,14,545.0
2026-06-25,63750,2026-07-09,put,22,0.5966,14,560.0
