date,strike,expiry,type,product,oi,iv,days_to_expiry,settlement
2026-09-04,20000,2026-09-10,put,regular,1549,2.6847,6,1.0
2026-09-04,21000,2026-09-10,put,regular,343,2.5763,6,1.0
2026-09-04,22000,2026-09-10,put,regular,485,2.473,6,1.0
2026-09-04,23000,2026-09-10,put,regular,296,2.3744,6,1.0
2026-09-04,24000,2026-09-10,put,regular,151,2.28,6,1.0
2026-09-04,25000,2026-09-10,put,regular,3940,2.1895,6,1.0
2026-09-04,26000,2026-09-10,put,regular,228,2.1026,6,1.0
2026-09-04,27000,2026-09-10,put,regular,203,2.0189,6,1.0
2026-09-04,27250,2026-09-10,put,regular,11,1.9985,6,1.0
2026-09-04,27500,2026-09-10,put,regular,21,1.9782,6,1.0
2026-09-04,27750,2026-09-10,put,regular,8,1.9582,6,1.0
2026-09-04,28000,2026-09-10,put,regular,87,1.9383,6,1.0
2026-09-04,28250,2026-09-10,put,regular,2,1.9186,6,1.0
2026-09-04,28500,2026-09-10,put,regular,10,1.899,6,1.0
2026-09-04,28750,2026-09-10,put,regular,68,1.8797,6,1.0
2026-09-04,29000,2026-09-10,put,regular,89,1.8605,6,1.0
2026-09-04,29250,2026-09-10,put,regular,3,1.8414,6,1.0
2026-09-04,29500,2026-09-10,put,regular,30,1.8226,6,1.0
2026-09-04,29750,2026-09-10,put,regular,11,1.8038,6,1.0
2026-09-04,30000,2026-09-10,put,regular,6460,1.7853,6,1.0
2026-09-04,30250,2026-09-10,put,regular,1,1.7669,6,1.0
2026-09-04,30500,2026-09-10,put,regular,86,1.7486,6,1.0
2026-09-04,30750,2026-09-10,put,regular,8,1.7305,6,1.0
2026-09-04,31000,2026-09-10,put,regular,211,1.7125,6,1.0
2026-09-04,31250,2026-09-10,put,regular,1,1.6947,6,1.0
2026-09-04,31500,2026-09-10,put,regular,12,1.677,6,1.0
2026-09-04,31750,2026-09-10,put,regular,14,1.6595,6,1.0
2026-09-04,32000,2026-09-10,put,regular,179,1.642,6,1.0
2026-09-04,32250,2026-09-10,put,regular,4,1.6248,6,1.0
2026-09-04,32500,2026-09-10,put,regular,34,1.6076,6,1.0
2026-09-04,32750,2026-09-10,put,regular,9,1.5906,6,1.0
2026-09-04,33000,2026-09-10,put,regular,511,1.5737,6,1.0
2026-09-04,33250,2026-09-10,put,regular,1,1.5569,6,1.0
2026-09-04,33500,2026-09-10,put,regular,31,1.5403,6,1.0
2026-09-04,33750,2026-09-10,put,regular,4,1.5237,6,1.0
2026-09-04,34000,2026-09-10,put,regular,180,1.5073,6,1.0
2026-09-04,34250,2026-09-10,put,regular,2,1.491,6,1.0
2026-09-04,34500,2026-09-10,put,regular,35,1.4748,6,1.0
2026-09-04,34750,2026-09-10,put,regular,69,1.4588,6,1.0
2026-09-04,35000,2026-09-10,put,regular,3917,1.4428,6,1.0
2026-09-04,35250,2026-09-10,put,regular,8,1.427,6,1.0
2026-09-04,35500,2026-09-10,put,regular,20,1.4112,6,1.0
2026-09-04,35750,2026-09-10,put,regular,52,1.3956,6,1.0
2026-09-04,36000,2026-09-10,put,regular,286,1.3801,6,1.0
2026-09-04,36250,2026-09-10,put,regular,5,1.3646,6,1.0
2026-09-04,36500,2026-09-10,put,regular,39,1.3493,6,1.0
2026-09-04,36750,2026-09-10,put,regular,69,1.3341,6,1.0
2026-09-04,37000,2026-09-10,put,regular,603,1.319,6,1.0
2026-09-04,37250,2026-09-10,put,regular,1,1.304,6,1.0
2026-09-04,37500,2026-09-10,put,regular,20,1.289,6,1.0
2026-09-04,37750,2026-09-10,put,regular,6,1.2742,6,1.0
2026-09-04,38000,2026-09-10,put,regular,980,1.2595,6,1.0
2026-09-04,38250,2026-09-10,put,regular,21,1.2448,6,1.0
2026-09-04,38500,2026-09-10,put,regular,240,1.2302,6,1.0
2026-09-04,38750,2026-09-10,put,regular,14,1.2158,6,1.0
2026-09-04,39000,2026-09-10,put,regular,201,1.2014,6,1.0
2026-09-04,39250,2026-09-10,put,regular,165,1.1871,6,1.0
2026-09-04,39500,2026-09-10,put,regular,309,1.1729,6,1.0
2026-09-04,39750,2026-09-10,put,regular,10,1.1588,6,1.0
2026-09-04,40000,2026-09-10,put,regular,5021,1.1447,6,1.0
2026-09-04,40250,2026-09-10,put,regular,19,1.1308,6,1.0
2026-09-04,40500,2026-09-10,put,regular,181,1.1169,6,1.0
2026-09-04,40750,2026-09-10,put,regular,49,1.1031,6,1.0
2026-09-04,41000,2026-09-10,put,regular,1007,1.0893,6,1.0
2026-09-04,41250,2026-09-10,put,regular,34,1.0757,6,1.0
2026-09-04,41500,2026-09-10,put,regular,68,1.0621,6,1.0
2026-09-04,41750,2026-09-10,put,regular,17,1.0486,6,1.0
2026-09-04,42000,2026-09-10,put,regular,2196,1.0352,6,1.0
2026-09-04,42250,2026-09-10,put,regular,23,1.0219,6,1.0
2026-09-04,42500,2026-09-10,put,regular,62,1.0086,6,1.0
2026-09-04,42750,2026-09-10,put,regular,21,0.9954,6,1.0
2026-09-04,43000,2026-09-10,put,regular,1209,0.9823,6,1.0
2026-09-04,43250,2026-09-10,put,regular,60,0.9692,6,1.0
2026-09-04,43500,2026-09-10,put,regular,887,0.9562,6,1.0
2026-09-04,43750,2026-09-10,put,regular,16,0.9433,6,1.0
2026-09-04,44000,2026-09-10,put,regular,1440,0.9304,6,1.0
2026-09-04,44250,2026-09-10,put,regular,33,0.9176,6,1.0
2026-09-04,44500,2026-09-10,put,regular,213,0.9563,6,2.0
2026-09-04,44750,2026-09-10,put,regular,36,0.943,6,2.0
2026-09-04,45000,2026-09-10,put,regular,2552,0.9298,6,2.0
2026-09-04,45250,2026-09-10,put,regular,105,0.9166,6,2.0
2026-09-04,45500,2026-09-10,put,regular,160,0.9035,6,2.0
2026-09-04,45750,2026-09-10,put,regular,60,0.8904,6,2.0
2026-09-04,46000,2026-09-10,put,regular,1870,0.9088,6,3.0
2026-09-04,46250,2026-09-10,put,regular,66,0.8645,6,2.0
2026-09-04,46500,2026-09-10,put,regular,400,0.8822,6,3.0
2026-09-04,46750,2026-09-10,put,regular,61,0.869,6,3.0
2026-09-04,47000,2026-09-10,put,regular,1199,0.8787,6,4.0
2026-09-04,47250,2026-09-10,put,regular,225,0.8428,6,3.0
2026-09-04,47500,2026-09-10,put,regular,1034,0.852,6,4.0
2026-09-04,47750,2026-09-10,put,regular,117,0.8387,6,4.0
2026-09-04,48000,2026-09-10,put,regular,2969,0.8434,6,5.0
2026-09-04,48250,2026-09-10,put,regular,124,0.8124,6,4.0
2026-09-04,48500,2026-09-10,put,regular,761,0.8166,6,5.0
2026-09-04,48750,2026-09-10,put,regular,151,0.8181,6,6.0
2026-09-04,49000,2026-09-10,put,regular,2184,0.8046,6,6.0
2026-09-04,49250,2026-09-10,put,regular,216,0.8039,6,7.0
2026-09-04,49500,2026-09-10,put,regular,257,0.8016,6,8.0
2026-09-04,49750,2026-09-10,put,regular,151,0.7879,6,8.0
2026-09-04,50000,2026-09-10,put,regular,10261,0.7744,6,8.0
2026-09-04,50250,2026-09-10,put,regular,85,0.7608,6,8.0
2026-09-04,50500,2026-09-10,put,regular,1531,0.7659,6,10.0
2026-09-04,50750,2026-09-10,put,regular,175,0.7522,6,10.0
2026-09-04,51000,2026-09-10,put,regular,1439,0.7385,6,10.0
2026-09-04,51250,2026-09-10,put,regular,217,0.7328,6,11.0
2026-09-04,51500,2026-09-10,put,regular,276,0.7264,6,12.0
2026-09-04,51750,2026-09-10,put,regular,54,0.7127,6,12.0
2026-09-04,52000,2026-09-10,put,regular,2619,0.699,6,12.0
2026-09-04,52250,2026-09-10,put,regular,65,0.6981,6,14.0
2026-09-04,52500,2026-09-10,put,regular,619,0.6842,6,14.0
2026-09-04,52750,2026-09-10,put,regular,37,0.6762,6,15.0
2026-09-04,53000,2026-09-10,put,regular,2501,0.6623,6,15.0
2026-09-04,53250,2026-09-10,put,regular,41,0.6588,6,17.0
2026-09-04,53500,2026-09-10,put,regular,985,0.6449,6,17.0
2026-09-04,53750,2026-09-10,put,regular,85,0.6357,6,18.0
2026-09-04,54000,2026-09-10,put,regular,2904,0.6262,6,19.0
2026-09-04,54250,2026-09-10,put,regular,109,0.6164,6,20.0
2026-09-04,54500,2026-09-10,put,regular,697,0.6063,6,21.0
